"order_id","product_id","craftsman_id","customer_id","order_created_date","order_completion_date","order_status","product_name","product_description","product_type","product_price"
604,604,604,604,2018-01-27,,delivery,HandMade Women Blue Skinny Fit Mid-Rise Low Distress Stretchable Jeans,"Blue medium wash 5-pocket mid-rise jeans, low distress, heavy fade, has a button and zip closure, and waistband with belt loops",clothes,51
605,605,605,605,2022-09-21,,delivery,Carbon Perfume Deodorant For Men,"Energetic strong and stirred with action, X-MEN Charge Body Deodoratnt has the fragrance of pure desire in the most dashing way. Stay irrestible, 24x7.",Beauty & Hygiene,134
606,606,606,606,2018-11-17,,delivery,HandMade Multicoloured Printed Single Long Door Curtain,Set content: Single Long Door curtainColour: MulticolouredPattern: Floral Long DoorLight blocking: RegularFitting: EyeletLining: No,clothes,253
607,607,607,607,2020-03-28,,delivery,Global Edition Australian Adventures Deodorant For Men,"Energetic strong and stirred with action, X-MEN Charge Body Deodoratnt has the fragrance of pure desire in the most dashing way. Stay irrestible, 24x7.",Beauty & Hygiene,225
608,608,608,608,2019-09-20,,delivery,HandMade Men White & Red Slim Fit Striped Formal Shirt,"White and Red striped formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket",clothes,230
609,609,609,609,2019-12-31,,in progress,Zeal EDP Spicy Perfume For Men,"Energetic strong and stirred with action, X-MEN Charge Body Deodoratnt has the fragrance of pure desire in the most dashing way. Stay irrestible, 24x7.",Beauty & Hygiene,91
610,610,610,610,2020-06-10,2020-06-11,done,HandMade Women Grey Mesh Running Shoes,"A pair of grey running sports shoes, has regular styling, lace-up detailMesh upperCushioned footbedTextured and patterned outsoleKate training Shoe comes with stability in motion. It combines lightweight stability with a flexible outsole that moves with your foot. Dual-density underfoot cushioning and midfoot lockdown make it ideal for circuit training and cardio-heavy workouts. Smooth, closed-hole mesh upper provides durability and comfort. Fly wire cables integrate with the laces for midfoot lockdown. Rubber pods in high-wear areas enhance durability.Warranty: 30 daysWarranty provided by brand/manufacturer",clothes,275
611,611,611,611,2021-03-02,,created,"Shot Body Perfume - Bullet, Bang","Energetic strong and stirred with action, X-MEN Charge Body Deodoratnt has the fragrance of pure desire in the most dashing way. Stay irrestible, 24x7.",Beauty & Hygiene,68
612,612,612,612,2019-12-24,,created,HandMade Men Blue Slim Fit Striped Formal Shirt,"Blue striped formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket",clothes,250
613,613,613,613,2020-09-24,,delivery,Original - Eau De Toilette For Men,"Energetic strong and stirred with action, X-MEN Charge Body Deodoratnt has the fragrance of pure desire in the most dashing way. Stay irrestible, 24x7.",Beauty & Hygiene,259
614,614,614,614,2019-11-28,2019-11-29,done,HandMade Black Textured Shoulder Bag,"Black textured shoulder bag, has a zip closure2 main compartments, 1 external and 5 inner pocketsTablet sleeve: NoTwo Handles with a detachable sling strapWarranty: 1 yearWarranty provided by brand/manufacturer",clothes,232
615,615,615,615,2020-11-09,,delivery,Incense Man Deodorant,"Energetic strong and stirred with action, X-MEN Charge Body Deodoratnt has the fragrance of pure desire in the most dashing way. Stay irrestible, 24x7.",Beauty & Hygiene,23
616,616,616,616,2020-02-04,,created,HandMade Maroon Embroidered Clutch,Maroon embroidered clutch1 main compartment with button closure,clothes,105
617,617,617,617,2019-01-21,2019-01-24,done,Wood Blast Man Deodorant,"Energetic strong and stirred with action, X-MEN Charge Body Deodoratnt has the fragrance of pure desire in the most dashing way. Stay irrestible, 24x7.",Beauty & Hygiene,174
618,618,618,618,2020-10-29,2020-11-01,done,HandMade Men Grey Mesh Running Shoes,"A pair of grey running sports shoes, has regular styling, slip-on detailMesh upperCushioned footbedTextured and patterned outsoleS-cross comes with a minimal design, the running shoe is made of lightweight, single layer mesh for breathability and soft foam beneath the foot for revolutionary comfort and responsiveness. Dynamic fit upper and full length rubber out-sole deliver responsive cushioning and durable traction. It's molded pods offer multisurface traction. Pods flatten on impact then spring back at takeoff creating a piston effect that delivers responsive cushioning.Warranty: 30 daysWarranty provided by brand/manufacturer",clothes,186
619,619,619,619,2021-05-28,,created,Cigar EDT,"Energetic strong and stirred with action, X-MEN Charge Body Deodoratnt has the fragrance of pure desire in the most dashing way. Stay irrestible, 24x7.",Beauty & Hygiene,114
620,620,620,620,2019-03-09,,created,HandMade Black Hooded Jacket,"Black knitted jacket with an attached hood, has a mock collar, long sleeves with ribbed hems, a full zip closure on the front, insert pockets on either side",clothes,274
621,621,621,621,2018-04-15,2018-04-17,done,Ascend Eau De Parfum Oriental Perfume - Office Wear For Men & Women,"Energetic strong and stirred with action, X-MEN Charge Body Deodoratnt has the fragrance of pure desire in the most dashing way. Stay irrestible, 24x7.",Beauty & Hygiene,77
622,622,622,622,2021-09-21,,in progress,HandMade Intimate Hygiene Wash & Whitening Serum,"Intimate Hygiene Wash & Whitening SerumBenefits:HandMade Natural Intimate Hygiene Wash made from powerful herbal extracts helps you stay fresh, clean and odorless while keeping your pH level healthy and maintained.Designed with the goodness of proven Ayurvedic herbs like tea tree oil, rosemary, neem, aloe vera, this hygiene wash loaded with anti-bacterial elements and special cooling properties, reduces itching, irritation and other infections maintaining hygiene around your intimate area.Free from paraben, SLES and excess soap, this intimate hygiene wash is perfect for daily use and will leave you feeling confident and clean throughout the day.Features:Intimate hygiene wash for women that is ideal for daily care and cleansing of intimate area97% natural formula enriched with tea tree oil, rosemary, neem and aloe veraRemoves odor-causing bacteria, pH-balancedPrevents the intimate area against common vaginal irritations or fungal infectionsHelps in eliminating and preventing odor causing bacteria around the intimate areaProvides a fresh and fragrant long lasting aromaSafe for sensitive skinThis product is cruelty-free and veganFree from glycerin, sulfates, alcohol, parabens, MIT preservatives, phthalates, gluten, soy and dairy ingredientsAbout the Brand: India's leading natural skincare company - 'HandMade' after years of research and innovation have formulated some great skin care products that are scientifically proven and safe with zero side effects.Ingredients:Aloe Barbadensis Leaf Juice, Cucumis Sativus (Cucumber) Fruit Extract, Angelica Archangelica Extract, Camellia Sinensis (Green Tea) Leaf Extract, Punicum Granatum (Pomegranate) ExtractHandMade Natural Skincare Intimate Lightening SerumBenefits:HandMade is a unique product made of combining the pristine goodness of natural ingredients carrot seed oil, vitamin A, vitamin B and vitamin C,biotin, vitamin B5 and shea butter with state-of-art technology to bleach the skin naturally and help new skin cells growth to address the look of discolored areas blend and enhance the overall skin's appearance of sensitive area and preventing skin form hyper-pigmentationIngredients:Liquorice Extracts, Glycolic acid, Mulberry Leaf Extract, Asin Orchids",clothes,41
623,623,623,623,2022-05-24,,created,Red Secret For Men,"Energetic strong and stirred with action, X-MEN Charge Body Deodoratnt has the fragrance of pure desire in the most dashing way. Stay irrestible, 24x7.",Beauty & Hygiene,250
624,624,624,624,2021-01-02,2021-01-05,done,HandMade Women Pink & Green Night suit 125601,"Pink and green night suit consists of t-shirt and pyjamasPink solid t-shirt, has a round neck, short sleevesA pair of green printed pyjamas, has slip-on closure",clothes,47
625,625,625,625,2021-09-01,,created,Miss Diva Cover Girl Mist,"Energetic strong and stirred with action, X-MEN Charge Body Deodoratnt has the fragrance of pure desire in the most dashing way. Stay irrestible, 24x7.",Beauty & Hygiene,82
626,626,626,626,2020-05-05,,delivery,HandMade by Van Heusen Navy Single-Breasted Formal Suit,"Navy blue single-breasted formal suitNavy blue patterned weave blazer, has a shawl collar with a detachable layer, long sleeves, double button closures, three pockets, two pockets built into the lining, double vented back hemA pair of navy blue patterned weave mid-rise formal trousers, has a waistband with belt loops, a zip fly with a button closure, adjustable hems",clothes,298
627,627,627,627,2019-06-23,,created,Like Fresh Cut Grass With Morning Dew Room Fragrance Spray,"Energetic strong and stirred with action, X-MEN Charge Body Deodoratnt has the fragrance of pure desire in the most dashing way. Stay irrestible, 24x7.",Beauty & Hygiene,153
628,628,628,628,2021-11-04,,in progress,HandMade Unisex Age Reversal Cream 50gm,"What It Is?:HandMade Unisex Age Reversal Cream 50gmWhat It Does?:Age reversal cream is made from the natural extracts derived from olive tree leaves. It reduces skin damage caused by pollution and helps in anti-aging. Olive leaf?s antioxidant properties help to prevent cell damage, caused by oxidation and sun. Infused with aqua, the cream also moisturizes and softens dry skin. The ingredient sea salt and vitamin c reduces the appearance of wrinkles and leave the skin looking radiant, soft and young.Features:Slows down the process of ageing and stimulates collagenSuitable for both men and womenCertified organic productSuitable for all skin typesCream basedIngredients:Aqua, olive leaves extract, sea salt extract, vitamin C and collagen in cream baseAbout the Brand: HandMade is the first Indian homegrown brand which has an entire range of organic skin care, body care and hair care products that are free from any harsh chemicals, Parabens, Phthalates, mineral oil, PABA, petrolatum, paraffin or animal ingredients. The brand is an incredible concept that reflects healthy lifestyle since the products are derived from plants that have been grown without chemical fertilizers, herbicides and pesticides, making them skin friendly.",clothes,166
629,629,629,629,2021-11-22,,created,"Shot Body Spray - Maxx, Trend","For the man who wants it all, presenting HandMade Shot Maxx - an exquisite range of premium perfume body sprays that last all through the day.",Beauty & Hygiene,197
630,630,630,630,2022-04-10,,in progress,HandMade Grey & Red Colourblocked Shoulder Bag,"Grey and red colourblocked shoulder bag, has a zip closure2 main compartments, 1 external and 5 inner pocketsTwo Handles with a detachable sling strapWarranty: 1 yearWarranty provided by brand/manufacturer",clothes,122
